DATA,HORÁRIO,NOME CONDOMÍNIO,UN,HAB/Un,RSU TOTAL (kg),RSU RECICLAVEL (kg),ORGÂNICO,CEP,RECICLABILIDADE,RESÍDUO PREDOMINANTE,QUANTIDADE (toneladas),TAXA DE APROVEITAMENTO (%),CUSTO DA COLETA (R$),TEMPO DE COLETA (minutos)
25-03-2020,12:45,SPAZIO IBIRAPUERA,1338,3,2700.0,1001.28,1071.22,04022-020,ALTA,Papel,0.23,53.69,409.13,35.06
25-03-2020,14:15,SPAZIO INTERLAGOS,2757,3,1932.0,897.15,994.92,04822-090,BAIXA,Plástico,1.45,80.62,290.23,56.87
25-03-2020,13:00,SPAZIO PINHEIROS,1944,3,2754.0,1232.08,1224.77,04561-010,ALTA,Papel,0.88,89.47,571.03,30.83
25-03-2020,09:30,RECANTO DOS PÁSSAROS,1431,3,2139.0,502.33,824.43,03193-005,ALTA,Papelão,1.07,91.43,715.01,26.81
25-03-2020,11:15,PAÇO DAS FLORES,1401,3,3159.0,1045.22,1754.96,04826-190,BAIXA,Plástico,0.42,69.66,619.53,41.82
25-03-2020,10:45,PROVENCE APPARTAMENTS,2586,3,2043.0,418.42,728.05,04543-010,BAIXA,Orgânico,1.71,98.67,739.06,36.82
26-03-2020,08:30,FLEX I,2569,2,1560.0,470.26,957.64,04538-132,BAIXA,Vidro,1.27,73.19,728.23,16.7
26-03-2020,09:15,FLEX III,1324,1,2198.0,878.86,964.32,04538-133,ALTA,Vidro,1.41,79.81,692.01,18.21
26-03-2020,10:00,ALTOS DO BUTANTÃ,3127,2,2560.0,1052.33,1169.78,05359-001,ALTA,Vidro,0.9,70.91,702.26,13.32
26-03-2020,08:00,EASY LIFE,2280,2,3989.0,936.88,2733.09,06764-170,BAIXA,Orgânico,1.62,82.64,1025.28,51.01
26-03-2020,11:30,CONDOMINIO BANDEIRANTES,4179,1,1836.0,1472.69,1129.03,06705-300,BAIXA,Papel,1.48,88.86,389.7,14.46
26-03-2020,14:45,SKY HOUSE,3037,1,2522.0,651.18,963.79,03141-060,ALTA,Vidro,0.74,56.96,346.79,53.56
26-03-2020,10:30,PLAZA MAYOR,2756,2,3869.0,1259.48,2197.57,05303-020,BAIXA,Vidro,0.78,75.18,735.94,12.92
26-03-2020,13:15,MAXI PIRITUBA,4251,2,2673.0,1981.38,1658.41,02936-001,BAIXA,Orgânico,1.24,81.01,425.4,29.89
26-03-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1339,1,4269.0,703.07,1780.07,04543-011,ALTA,Papelão,0.44,75.74,1050.5,12.44
26-03-2020,14:00,LED BARRA FUNDA,4052,1,2741.0,930.05,984.43,01136-000,ALTA,Papelão,1.21,70.58,790.53,13.6
26-03-2020,13:30,CIDADE VIVA OFFICES,3836,1,4183.0,321.68,1326.96,03317-000,ALTA,Vidro,1.11,53.69,456.37,45.28
26-03-2020,15:30,BRISA DA MATA,3869,2,1880.0,1670.11,1147.84,08122-600,BAIXA,Vidro,0.66,68.91,714.72,58.67
26-03-2020,11:00,FIT BOSQUE ITAQUERA,3767,2,1999.0,1785.49,667.4,08260-000,ALTA,Papelão,1.0,82.51,452.53,52.29
26-03-2020,12:45,TORRE DE TAVORA,2743,2,2203.0,983.91,1155.26,04075-010,BAIXA,Papel,0.47,61.43,748.25,16.73
26-03-2020,08:30,VIDA BELA,2093,2,2384.0,193.66,1177.76,03118-001,BAIXA,Orgânico,0.91,58.35,502.39,10.89
26-03-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,3241,1,3870.0,935.99,1476.65,01310-300,BAIXA,Orgânico,1.71,62.25,839.51,40.84
26-03-2020,10:00,VARANDA BOTANIC,3027,2,2670.0,1215.32,1738.63,05543-060,BAIXA,Papelão,1.45,77.6,768.69,32.54
26-03-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2441,2,3586.0,556.87,1762.23,04038-001,ALTA,Vidro,1.28,86.5,785.71,32.51
26-03-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,1849,1,3282.0,1468.15,2039.87,04054-011,BAIXA,Papelão,1.11,74.26,785.99,55.31
26-03-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1942,1,2592.0,1607.51,957.88,06038-310,ALTA,Papelão,0.19,92.57,698.66,22.82
26-03-2020,09:00,INNOVA III & IV,3224,2,2529.0,1513.16,1618.07,04211-320,BAIXA,Papelão,1.63,96.34,794.0,24.96
26-03-2020,12:00,MAGNUM RESIDENCIAL,2063,2,3611.0,1823.76,1998.08,05085-010,BAIXA,Papelão,1.84,63.64,1002.52,18.76
26-03-2020,09:45,EDIFÍCIO LINA JARDINS,2534,1,1929.0,1949.43,646.26,01415-001,ALTA,Papel,1.63,63.04,342.92,41.18
26-03-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,2376,2,4649.0,869.02,2661.46,03978-160,BAIXA,Papel,0.38,88.77,1323.54,39.48
26-03-2020,14:30,HELLO VILA MARIANA,3761,1,3844.0,1250.39,1661.37,04101-000,BAIXA,Orgânico,1.82,82.91,857.23,45.36
26-03-2020,08:30,RESIDENCIAL TIETÊ,2240,2,4169.0,974.56,1791.84,03026-000,ALTA,Vidro,1.44,65.39,841.16,17.59
26-03-2020,09:15,EASY CIDADE UNIVERSITÁRIA,2492,1,2476.0,1489.19,911.91,05366-000,ALTA,Plástico,1.27,94.49,413.59,47.46
26-03-2020,10:00,NURBAN PINHEIROS,3146,2,3339.0,378.72,2190.19,05423-010,BAIXA,Orgânico,1.99,72.16,296.56,34.22
26-03-2020,11:45,UPPER SÃO CAETANO,1423,2,4851.0,704.62,2417.16,09530-001,BAIXA,Orgânico,0.27,89.2,687.14,57.19
26-03-2020,14:00,BE URBAN METRÔ BROOKLIN,2471,2,2787.0,792.39,1077.9,04705-000,BAIXA,Orgânico,0.55,52.31,592.95,15.11
26-03-2020,13:30,PÁTIO MONDRIAN,1786,1,3171.0,237.32,1678.4,04793-100,BAIXA,Vidro,1.74,58.62,448.37,16.92
26-03-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1746,1,4863.0,267.91,1471.86,06278-080,ALTA,Papelão,0.71,81.74,797.35,15.62
26-03-2020,08:45,PORTAL DAS NAÇÕES,3311,1,3885.0,982.28,1729.32,06223-080,ALTA,Vidro,1.06,83.39,990.67,12.95
26-03-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,2936,1,4413.0,481.01,2822.46,06765-220,BAIXA,Plástico,1.52,63.4,1502.72,20.96
26-03-2020,12:45,SPAZIO IBIRAPUERA,3419,1,3297.0,1292.72,2093.69,04022-020,BAIXA,Vidro,1.88,91.56,1117.34,30.25
26-03-2020,14:15,SPAZIO INTERLAGOS,2179,1,3958.0,1443.95,1781.15,04822-090,ALTA,Plástico,1.86,82.91,747.79,23.39
26-03-2020,13:00,SPAZIO PINHEIROS,3581,1,2383.0,1041.27,1292.94,04561-010,BAIXA,Papelão,1.93,74.77,603.41,28.74
26-03-2020,09:30,RECANTO DOS PÁSSAROS,4189,1,3234.0,579.96,1211.67,03193-005,ALTA,Papel,0.8,98.88,598.38,23.5
26-03-2020,11:15,PAÇO DAS FLORES,2931,1,4072.0,1262.62,1817.1,04826-190,ALTA,Plástico,1.79,94.94,1084.43,14.51
26-03-2020,10:45,PROVENCE APPARTAMENTS,2837,1,3672.0,188.95,2419.39,04543-010,BAIXA,Papel,1.99,56.22,1013.06,35.42
27-03-2020,08:30,FLEX I,2569,2,1560.0,590.11,981.77,04538-132,BAIXA,Papelão,1.62,62.47,517.93,33.54
27-03-2020,09:15,FLEX III,1324,1,2198.0,507.22,872.1,04538-133,ALTA,Plástico,1.68,64.13,718.68,22.92
27-03-2020,10:00,ALTOS DO BUTANTÃ,3127,2,2560.0,425.32,846.3,05359-001,ALTA,Plástico,1.0,85.22,308.68,29.97
27-03-2020,08:00,EASY LIFE,2280,2,3989.0,890.33,1604.69,06764-170,BAIXA,Orgânico,0.86,51.98,514.35,58.08
27-03-2020,11:30,CONDOMINIO BANDEIRANTES,4179,1,1836.0,1275.64,556.82,06705-300,ALTA,Papel,1.05,85.76,539.3,10.95
27-03-2020,14:45,SKY HOUSE,3037,1,2522.0,710.92,965.61,03141-060,ALTA,Vidro,1.28,70.12,524.61,28.84
27-03-2020,10:30,PLAZA MAYOR,2756,2,3869.0,962.18,1484.85,05303-020,ALTA,Plástico,0.19,72.6,997.29,54.78
27-03-2020,13:15,MAXI PIRITUBA,4251,2,2673.0,505.42,1092.18,02936-001,BAIXA,Orgânico,0.41,83.11,405.32,23.94
27-03-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1339,1,4269.0,718.56,2916.92,04543-011,BAIXA,Vidro,0.98,78.29,1239.77,57.94
27-03-2020,14:00,LED BARRA FUNDA,4052,1,2741.0,957.71,1059.65,01136-000,ALTA,Vidro,0.51,53.51,752.78,12.37
27-03-2020,13:30,CIDADE VIVA OFFICES,3836,1,4183.0,219.65,1748.74,03317-000,ALTA,Papelão,1.38,70.68,698.75,33.49
27-03-2020,15:30,BRISA DA MATA,3869,2,1880.0,621.86,1121.74,08122-600,BAIXA,Papelão,1.8,52.61,375.74,13.2
27-03-2020,11:00,FIT BOSQUE ITAQUERA,3767,2,1999.0,776.35,1344.39,08260-000,BAIXA,Papel,1.43,72.11,764.67,24.22
27-03-2020,12:45,TORRE DE TAVORA,2743,2,2203.0,336.18,885.03,04075-010,ALTA,Papelão,0.78,73.0,783.66,57.28
27-03-2020,08:30,VIDA BELA,2093,2,2384.0,696.99,1227.11,03118-001,BAIXA,Orgânico,0.53,88.79,522.08,42.31
27-03-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,3241,1,3870.0,565.29,1190.09,01310-300,ALTA,Vidro,1.28,57.96,627.11,43.12
27-03-2020,10:00,VARANDA BOTANIC,3027,2,2670.0,1022.79,1051.01,05543-060,ALTA,Plástico,0.16,69.83,396.17,30.04
27-03-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2441,2,3586.0,238.12,1112.98,04038-001,ALTA,Plástico,0.74,75.46,675.41,28.62
27-03-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,1849,1,3282.0,686.22,1157.65,04054-011,ALTA,Plástico,1.04,79.67,709.72,36.32
27-03-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1942,1,2592.0,1034.11,1800.12,06038-310,BAIXA,Vidro,0.41,79.99,819.6,28.75
27-03-2020,09:00,INNOVA III & IV,3224,2,2529.0,1017.32,1233.62,04211-320,ALTA,Plástico,0.85,71.48,1343.96,12.23
27-03-2020,12:00,MAGNUM RESIDENCIAL,2063,2,3611.0,219.68,2284.79,05085-010,BAIXA,Vidro,0.8,74.71,674.65,14.35
27-03-2020,09:45,EDIFÍCIO LINA JARDINS,2534,1,1929.0,648.76,678.75,01415-001,ALTA,Vidro,0.78,85.42,522.91,19.5
27-03-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,2376,2,4649.0,327.68,1834.11,03978-160,ALTA,Papel,0.85,53.54,327.36,16.84
27-03-2020,14:30,HELLO VILA MARIANA,3761,1,3844.0,1185.26,1444.54,04101-000,ALTA,Papelão,0.79,63.2,827.76,53.52
27-03-2020,08:30,RESIDENCIAL TIETÊ,2240,2,4169.0,779.81,2452.04,03026-000,BAIXA,Vidro,1.19,76.2,639.54,25.13
27-03-2020,09:15,EASY CIDADE UNIVERSITÁRIA,2492,1,2476.0,1154.31,771.08,05366-000,ALTA,Vidro,0.49,90.22,742.9,19.76
27-03-2020,10:00,NURBAN PINHEIROS,3146,2,3339.0,283.54,1556.7,05423-010,ALTA,Vidro,0.59,98.64,857.96,10.54
27-03-2020,11:45,UPPER SÃO CAETANO,1423,2,4851.0,327.57,1662.85,09530-001,ALTA,Papel,0.67,73.72,813.57,14.43
27-03-2020,14:00,BE URBAN METRÔ BROOKLIN,2471,2,2787.0,867.15,1518.86,04705-000,BAIXA,Orgânico,1.16,91.1,588.46,18.43
27-03-2020,13:30,PÁTIO MONDRIAN,1786,1,3171.0,241.44,1765.46,04793-100,BAIXA,Papel,1.57,54.51,791.43,19.47
27-03-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1746,1,4863.0,215.32,2795.06,06278-080,BAIXA,Vidro,0.53,98.05,705.5,41.28
27-03-2020,08:45,PORTAL DAS NAÇÕES,3311,1,3885.0,779.25,2397.8,06223-080,BAIXA,Orgânico,1.32,74.33,1044.97,16.1
27-03-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,2936,1,4413.0,363.17,1772.36,06765-220,ALTA,Plástico,1.21,56.29,509.78,12.65
27-03-2020,12:45,SPAZIO IBIRAPUERA,3419,1,3297.0,1155.62,1159.55,04022-020,ALTA,Papelão,0.13,66.73,502.03,52.31
27-03-2020,14:15,SPAZIO INTERLAGOS,2179,1,3958.0,1247.92,2264.44,04822-090,BAIXA,Plástico,0.96,63.55,1305.69,30.38
27-03-2020,13:00,SPAZIO PINHEIROS,3581,1,2383.0,782.38,1039.0,04561-010,ALTA,Plástico,1.79,73.59,593.54,46.29
27-03-2020,09:30,RECANTO DOS PÁSSAROS,4189,1,3234.0,362.17,1657.26,03193-005,BAIXA,Papelão,0.52,85.25,800.81,14.85
27-03-2020,11:15,PAÇO DAS FLORES,2931,1,4072.0,1195.71,2031.63,04826-190,ALTA,Papelão,1.47,79.75,974.13,19.98
27-03-2020,10:45,PROVENCE APPARTAMENTS,2837,1,3672.0,147.38,2232.41,04543-010,BAIXA,Papelão,0.98,91.26,1104.28,28.66
28-03-2020,08:30,FLEX I,1415,2,1851.0,381.68,752.07,04538-132,ALTA,Vidro,1.99,58.9,393.94,30.43
28-03-2020,09:15,FLEX III,1852,1,2928.0,482.61,1648.33,04538-133,BAIXA,Papel,0.5,63.07,658.01,38.86
28-03-2020,10:00,ALTOS DO BUTANTÃ,2005,2,3410.0,201.82,2186.93,05359-001,BAIXA,Papel,0.91,79.17,768.77,36.74
28-03-2020,08:00,EASY LIFE,4063,2,4012.0,720.31,2248.39,06764-170,BAIXA,Vidro,1.83,70.69,1032.19,20.61
28-03-2020,11:30,CONDOMINIO BANDEIRANTES,2684,1,1664.0,1355.12,941.74,06705-300,BAIXA,Plástico,0.81,60.15,402.42,49.33
28-03-2020,14:45,SKY HOUSE,3406,1,1409.0,685.11,530.95,03141-060,ALTA,Plástico,0.3,59.4,564.81,59.18
28-03-2020,10:30,PLAZA MAYOR,2547,2,3480.0,670.48,1465.51,05303-020,ALTA,Vidro,1.92,75.57,602.23,59.87
28-03-2020,13:15,MAXI PIRITUBA,2842,2,3783.0,340.52,1871.83,02936-001,ALTA,Plástico,0.27,87.31,800.45,59.51
28-03-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),3293,1,4141.0,605.84,1423.0,04543-011,ALTA,Vidro,1.24,61.34,678.97,45.2
28-03-2020,14:00,LED BARRA FUNDA,2589,1,3093.0,1078.91,1198.06,01136-000,ALTA,Plástico,0.49,64.53,275.95,36.34
28-03-2020,13:30,CIDADE VIVA OFFICES,3523,1,4024.0,267.54,1236.16,03317-000,BAIXA,Orgânico,1.95,52.48,414.84,29.01
28-03-2020,15:30,BRISA DA MATA,1311,2,4149.0,1068.15,1583.67,08122-600,BAIXA,Orgânico,1.73,63.93,662.71,43.17
28-03-2020,11:00,FIT BOSQUE ITAQUERA,2362,2,3847.0,704.32,2112.14,08260-000,BAIXA,Papel,1.48,74.03,1019.55,27.44
28-03-2020,12:45,TORRE DE TAVORA,2213,2,2737.0,254.14,1538.62,04075-010,BAIXA,Papel,0.33,97.02,767.82,56.29
28-03-2020,08:30,VIDA BELA,2447,2,4090.0,354.77,1483.82,03118-001,ALTA,Plástico,1.04,78.69,830.38,16.67
28-03-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,1784,1,2282.0,442.38,1397.76,01310-300,BAIXA,Vidro,0.33,55.4,400.57,34.01
28-03-2020,10:00,VARANDA BOTANIC,3034,2,3054.0,1089.46,1955.13,05543-060,BAIXA,Orgânico,0.66,53.52,826.86,23.77
28-03-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2043,2,4530.0,539.76,1494.57,04038-001,ALTA,Vidro,1.25,71.52,862.4,13.02
28-03-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,2802,1,4176.0,895.14,2655.35,04054-011,BAIXA,Papelão,1.94,94.35,1227.78,13.92
28-03-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,3763,1,1517.0,646.78,951.78,06038-310,BAIXA,Papelão,1.88,93.1,675.76,34.38
28-03-2020,09:00,INNOVA III & IV,1664,2,2752.0,371.66,1247.6,04211-320,ALTA,Plástico,0.68,54.34,427.47,38.0
28-03-2020,12:00,MAGNUM RESIDENCIAL,3431,2,1613.0,665.82,1031.08,05085-010,BAIXA,Vidro,1.89,95.4,592.88,23.51
28-03-2020,09:45,EDIFÍCIO LINA JARDINS,2636,1,3215.0,888.75,1821.99,01415-001,BAIXA,Plástico,0.63,56.21,758.79,57.85
28-03-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1566,2,2182.0,411.15,1403.14,03978-160,BAIXA,Orgânico,0.85,54.91,701.93,22.72
28-03-2020,14:30,HELLO VILA MARIANA,3981,1,2677.0,976.78,1002.51,04101-000,ALTA,Papelão,0.69,73.85,351.43,35.47
28-03-2020,08:30,RESIDENCIAL TIETÊ,2237,2,3754.0,785.56,1925.56,03026-000,BAIXA,Vidro,1.88,64.16,1106.15,15.79
28-03-2020,09:15,EASY CIDADE UNIVERSITÁRIA,2704,1,3007.0,859.16,1115.79,05366-000,ALTA,Papel,1.75,57.23,631.79,13.18
28-03-2020,10:00,NURBAN PINHEIROS,2295,2,2702.0,253.11,1711.41,05423-010,BAIXA,Vidro,1.59,75.97,735.51,45.71
28-03-2020,11:45,UPPER SÃO CAETANO,3281,2,4869.0,411.25,3142.59,09530-001,BAIXA,Papelão,1.64,87.77,682.86,12.57
28-03-2020,14:00,BE URBAN METRÔ BROOKLIN,2213,2,3077.0,981.46,945.75,04705-000,ALTA,Papel,1.26,78.9,281.9,59.85
28-03-2020,13:30,PÁTIO MONDRIAN,3014,1,2313.0,348.91,938.55,04793-100,ALTA,Plástico,1.06,77.6,466.24,46.7
28-03-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,3098,1,1815.0,370.66,639.68,06278-080,BAIXA,Orgânico,0.2,64.62,563.05,23.08
28-03-2020,08:45,PORTAL DAS NAÇÕES,2157,1,1842.0,805.27,731.97,06223-080,ALTA,Vidro,1.16,71.69,645.01,59.16
28-03-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,4233,1,1721.0,334.19,716.17,06765-220,ALTA,Plástico,1.78,85.06,666.5,49.73
28-03-2020,12:45,SPAZIO IBIRAPUERA,4078,1,4594.0,971.77,2885.76,04022-020,BAIXA,Papel,0.52,90.8,906.31,27.37
28-03-2020,14:15,SPAZIO INTERLAGOS,3741,1,1514.0,1307.25,820.57,04822-090,BAIXA,Orgânico,1.98,88.81,393.29,25.12
28-03-2020,13:00,SPAZIO PINHEIROS,3305,1,3332.0,809.11,1249.63,04561-010,BAIXA,Orgânico,1.65,94.23,492.7,39.49
28-03-2020,09:30,RECANTO DOS PÁSSAROS,3086,1,1732.0,534.61,801.06,03193-005,BAIXA,Orgânico,1.91,83.1,627.23,23.79
28-03-2020,11:15,PAÇO DAS FLORES,1526,1,1753.0,1111.44,1044.65,04826-190,BAIXA,Papel,1.17,59.74,631.47,36.95
28-03-2020,10:45,PROVENCE APPARTAMENTS,1711,1,2569.0,221.78,855.69,04543-010,ALTA,Vidro,1.31,68.46,480.85,22.28
29-03-2020,08:30,FLEX I,1415,2,1851.0,751.21,824.9,04538-132,BAIXA,Orgânico,1.24,68.7,512.64,27.49
29-03-2020,09:15,FLEX III,1852,1,2928.0,861.44,1498.24,04538-133,BAIXA,Papelão,0.36,92.12,870.45,22.54
29-03-2020,10:00,ALTOS DO BUTANTÃ,2005,2,3410.0,436.25,1776.93,05359-001,BAIXA,Papelão,0.5,90.04,1101.28,25.02
29-03-2020,08:00,EASY LIFE,4063,2,4012.0,523.81,1552.28,06764-170,ALTA,Vidro,0.98,90.88,661.27,27.6
29-03-2020,11:30,CONDOMINIO BANDEIRANTES,2684,1,1664.0,176.61,702.02,06705-300,ALTA,Papel,1.79,57.48,679.28,10.94
29-03-2020,14:45,SKY HOUSE,3406,1,1409.0,976.56,786.43,03141-060,BAIXA,Vidro,0.16,94.12,623.0,24.87
29-03-2020,10:30,PLAZA MAYOR,2547,2,3480.0,993.49,2398.85,05303-020,BAIXA,Vidro,0.31,54.98,582.72,28.19
29-03-2020,13:15,MAXI PIRITUBA,2842,2,3783.0,504.12,1630.63,02936-001,BAIXA,Orgânico,0.3,81.17,987.73,13.26
29-03-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),3293,1,4141.0,430.86,2181.79,04543-011,BAIXA,Vidro,1.44,59.79,636.05,35.95
29-03-2020,14:00,LED BARRA FUNDA,2589,1,3093.0,1165.99,982.3,01136-000,ALTA,Vidro,0.65,98.89,690.33,47.0
29-03-2020,13:30,CIDADE VIVA OFFICES,3523,1,4024.0,655.12,2027.67,03317-000,BAIXA,Plástico,1.74,51.94,1067.59,50.44
29-03-2020,15:30,BRISA DA MATA,1311,2,4149.0,1202.33,2805.79,08122-600,BAIXA,Orgânico,0.66,98.85,745.2,42.31
29-03-2020,11:00,FIT BOSQUE ITAQUERA,2362,2,3847.0,616.17,1720.2,08260-000,ALTA,Plástico,1.79,88.13,859.9,45.64
29-03-2020,12:45,TORRE DE TAVORA,2213,2,2737.0,899.76,876.88,04075-010,ALTA,Papel,1.78,60.84,548.4,56.05
29-03-2020,08:30,VIDA BELA,2447,2,4090.0,683.21,1405.63,03118-001,ALTA,Papelão,0.88,59.43,624.91,29.53
29-03-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,1784,1,2282.0,319.44,1042.33,01310-300,ALTA,Plástico,1.44,65.59,610.69,23.76
29-03-2020,10:00,VARANDA BOTANIC,3034,2,3054.0,1217.69,1052.34,05543-060,ALTA,Plástico,1.07,90.46,618.66,10.22
29-03-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2043,2,4530.0,204.11,2325.05,04038-001,BAIXA,Orgânico,1.84,86.76,1098.16,31.98
29-03-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,2802,1,4176.0,557.43,2205.85,04054-011,BAIXA,Papelão,1.1,70.92,709.01,54.6
29-03-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,3763,1,1517.0,1046.38,850.85,06038-310,BAIXA,Plástico,0.73,55.52,309.82,42.47
29-03-2020,09:00,INNOVA III & IV,1664,2,2752.0,178.66,936.91,04211-320,BAIXA,Orgânico,0.72,92.67,519.71,53.91
29-03-2020,12:00,MAGNUM RESIDENCIAL,3431,2,1613.0,787.12,789.63,05085-010,ALTA,Plástico,1.91,84.78,344.48,55.24
29-03-2020,09:45,EDIFÍCIO LINA JARDINS,2636,1,3215.0,740.12,1606.05,01415-001,ALTA,Plástico,1.81,61.06,816.19,51.24
29-03-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1566,2,2182.0,474.62,790.79,03978-160,ALTA,Papel,1.01,80.29,503.8,17.45
29-03-2020,14:30,HELLO VILA MARIANA,3981,1,2677.0,1049.22,1794.94,04101-000,BAIXA,Orgânico,0.71,93.65,592.94,45.63
29-03-2020,08:30,RESIDENCIAL TIETÊ,2237,2,3754.0,736.46,1847.9,03026-000,ALTA,Vidro,0.98,59.05,1131.48,41.45
29-03-2020,09:15,EASY CIDADE UNIVERSITÁRIA,2704,1,3007.0,825.11,1237.97,05366-000,ALTA,Papel,0.31,60.17,379.09,21.54
29-03-2020,10:00,NURBAN PINHEIROS,2295,2,2702.0,224.85,1053.03,05423-010,ALTA,Vidro,1.69,90.52,816.39,19.09
29-03-2020,11:45,UPPER SÃO CAETANO,3281,2,4869.0,474.68,2561.4,09530-001,BAIXA,Vidro,1.91,77.35,788.44,41.6
29-03-2020,14:00,BE URBAN METRÔ BROOKLIN,2213,2,3077.0,1089.64,1797.15,04705-000,BAIXA,Plástico,0.94,78.37,704.21,44.22
29-03-2020,13:30,PÁTIO MONDRIAN,3014,1,2313.0,335.81,1591.92,04793-100,BAIXA,Orgânico,1.47,63.64,467.58,40.88
29-03-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,3098,1,1815.0,303.68,553.08,06278-080,ALTA,Papel,0.26,81.89,277.66,43.58
29-03-2020,08:45,PORTAL DAS NAÇÕES,2157,1,1842.0,993.62,839.27,06223-080,ALTA,Papel,1.86,58.55,539.36,53.39
29-03-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,4233,1,1721.0,291.54,1067.28,06765-220,BAIXA,Vidro,0.69,73.12,289.3,31.5
29-03-2020,12:45,SPAZIO IBIRAPUERA,4078,1,4594.0,1103.65,2833.34,04022-020,BAIXA,Papelão,1.89,76.27,1478.47,31.39
29-03-2020,14:15,SPAZIO INTERLAGOS,3741,1,1514.0,1212.85,980.59,04822-090,BAIXA,Papel,1.6,96.5,543.65,57.65
29-03-2020,13:00,SPAZIO PINHEIROS,3305,1,3332.0,828.22,2090.73,04561-010,BAIXA,Plástico,0.88,71.84,664.51,41.37
29-03-2020,09:30,RECANTO DOS PÁSSAROS,3086,1,1732.0,378.11,943.12,03193-005,BAIXA,Vidro,0.47,80.93,374.22,29.14
29-03-2020,11:15,PAÇO DAS FLORES,1526,1,1753.0,1442.65,701.32,04826-190,ALTA,Plástico,1.6,95.38,501.66,18.37
29-03-2020,10:45,PROVENCE APPARTAMENTS,1711,1,2569.0,245.19,1254.8,04543-010,ALTA,Papelão,1.18,67.66,802.23,56.43
30-03-2020,08:30,FLEX I,1415,2,1851.0,869.34,975.44,04538-132,BAIXA,Orgânico,0.78,85.36,307.79,37.49
30-03-2020,09:15,FLEX III,1852,1,2928.0,648.21,1949.9,04538-133,BAIXA,Orgânico,0.94,99.73,1143.94,55.96
30-03-2020,10:00,ALTOS DO BUTANTÃ,2005,2,3410.0,931.46,1865.66,05359-001,BAIXA,Orgânico,0.48,75.64,1009.54,57.04
30-03-2020,08:00,EASY LIFE,4063,2,4012.0,583.97,1231.18,06764-170,ALTA,Plástico,1.11,82.29,755.45,16.57
30-03-2020,11:30,CONDOMINIO BANDEIRANTES,2684,1,1664.0,716.53,568.42,06705-300,ALTA,Papel,1.01,87.23,347.31,38.25
30-03-2020,14:45,SKY HOUSE,3406,1,1409.0,211.59,948.73,03141-060,BAIXA,Orgânico,0.56,69.41,364.36,32.29
30-03-2020,10:30,PLAZA MAYOR,2547,2,3480.0,703.24,1705.08,05303-020,ALTA,Papelão,0.4,69.13,540.3,14.28
30-03-2020,13:15,MAXI PIRITUBA,2842,2,3783.0,873.45,1423.89,02936-001,BAIXA,Orgânico,0.14,65.27,707.41,51.79
30-03-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),3293,1,4141.0,719.91,1575.78,04543-011,BAIXA,Orgânico,1.68,67.07,521.49,18.61
30-03-2020,14:00,LED BARRA FUNDA,2589,1,3093.0,506.24,1129.36,01136-000,ALTA,Papel,1.63,82.5,576.23,37.86
30-03-2020,13:30,CIDADE VIVA OFFICES,3523,1,4024.0,619.43,1848.31,03317-000,ALTA,Plástico,1.0,85.77,208.58,48.36
30-03-2020,15:30,BRISA DA MATA,1311,2,4149.0,799.77,2615.05,08122-600,BAIXA,Plástico,1.13,95.6,711.38,43.37
